ID,Status,Business Unit,Issue ID,Action Plan Name,Issue Source,Action Plan Description,Action Plan Validation Steps,Linked to Regulatory Engagements,Technology Dependent,Action Plan Target Date,Action Plan Validation Target Date,Action Plan Owner,Action Plan Approver,Action Plan Owner Record Manager,Action Plan Approver Record Manager,Interested Parties,Hyperlinks,fxValidateRoleAssignments,Action Plan Linked To,Action Plan Health Check,Progress Updates,Issue - Target Closure Date,Action Plan Start Date,Due Date Extension Count,Validation Failure Count,Original Action Plan Target Date,Current Action Plan Target Date,State at Last Save,Date Action Plan Closed,Override - All,Override - Users,Due Date Extensions,Extension Issue ID,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Action Plan Record Complete,Confirm Closure Validation,Closure Validation Justification,Action Plan Closure Sign-Off,Action Plan Closure Sign-off Date,Confirm Secondary Validation,Secondary Validation Comments,Secondary Validation Sign-Off,External Validation Sign-off Date,Engagements,Original Register,Original ID,Original Created Date,Original Closed Date,Original Link,Migrated Record,Create Date,Created By,Last Modified Date,Last Modified By,System Status
1018359,In Progress,Counsel - Cash Compliance,1022547,KYC-03.8,Regulatory Identified,Introduce ongoing monitoring of these program requirements,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/22/2026,11/21/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022547,,,,01/08/2026,,,09/22/2026,09/22/2026,In Progress,,FALSE,,,1018359,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:31 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018361,In Progress,Cash - MLM - Health,1022547,KYC-03.9,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,10/20/2026,12/19/2026,Dusty Stolp,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022547,,,,01/08/2026,,,10/20/2026,10/20/2026,In Progress,,FALSE,,,1018361,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:31 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018363,In Progress,Counsel - Compliance,1022549,KYC-04.1,Regulatory Identified,Define program objectives across KYC/EDD and UUP and design risk based monitoring for those programs,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/31/2026,05/30/2026,Rosa Brown,Vanessa Zaragocin,,Danielle Franklin,Rachel Rising,,Valid,Issue Management | Issue Management Program | ID 1022549,,,,01/08/2026,,,03/31/2026,03/31/2026,In Progress,,FALSE,,,1018363,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018365,In Progress,Counsel - Cash Compliance,1022549,KYC-04.2,Regulatory Identified,"Leverage the Red Flag Coverage Assessment Results to develop new rules, as appropriate, to enhance Coverage of Cash App Customer Behavior.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,"Issue Management | Issue Management Program | ID 1022549
 Issue Management | Issue Management Program | ID 1050393",,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1018365,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018367,In Progress,Counsel - Cash Compliance,1022549,KYC-04.3,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/30/2026,11/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022549,,,,01/08/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1018367,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018369,In Progress,Counsel - Compliance,1022551,KYC-05.1,Regulatory Identified,Define scope and stakeholders for Unacceptable Use Monitoring,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/27/2026,03/31/2026,Rachel Rising,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,"In addition, validation timeframe needs adjustment to EOM in March to align with the corrected due date.",,01/08/2026,,,01/13/2026,01/27/2026,In Progress,,FALSE,,,1018369,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/14/2026 6:35:00 AM,Jane Lin,active
1018371,In Progress,Counsel - Compliance,1022551,KYC-05.2,Regulatory Identified,Conduct a gap assessment of Warnings/Strikes processes,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/10/2026,05/09/2026,Rachel Rising,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,03/10/2026,03/10/2026,In Progress,,FALSE,,,1018371,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018373,In Progress,Counsel - Cash Compliance,1022551,KYC-05.3,Regulatory Identified,Conduct an assessment of documentation related to UUP/TOSV Keywords,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,04/21/2026,06/20/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,04/21/2026,04/21/2026,In Progress,,FALSE,,,1018373,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018375,In Progress,Cash - Product - Health,1022551,KYC-05.4,Regulatory Identified,Implement enhancements to the Warnings/Strikes system based on potential gaps,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/15/2026,07/14/2026,Yona Koch-Fienberg,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,05/15/2026,05/15/2026,In Progress,,FALSE,,,1018375,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018377,In Progress,Counsel - Compliance,1022551,KYC-05.5,Regulatory Identified,Operational Readiness: Documents for keyword alignment and warnings/strikes enhancements,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/15/2026,07/14/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,05/15/2026,05/15/2026,In Progress,,FALSE,,,1018377,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018379,In Progress,Counsel - Cash Compliance,1022551,KYC-05.6,Regulatory Identified,Document program-specific expectations regarding keyword usage and monitoring,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/19/2026,07/18/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,05/19/2026,05/19/2026,In Progress,,FALSE,,,1018379,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018381,In Progress,Counsel - Cash Compliance,1022551,KYC-05.7,Regulatory Identified,Test and validate enhanced Warnings/Strikes System,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/12/2026,08/11/2026,Adrian Gardner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,06/12/2026,06/12/2026,In Progress,,FALSE,,,1018381,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018383,In Progress,Counsel - Cash Compliance,1022551,KYC-05.8,Regulatory Identified,"Leveraging the work in DT-03, Milestone 2, Execute E2E Rule Evaluation and Deployment Framework",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1018383,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018385,In Progress,Counsel - Compliance,1022551,KYC-05.9,Regulatory Identified,Document policies and procedures for warnings/strikes,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/31/2026,09/29/2026,Rachel Rising,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,07/31/2026,07/31/2026,In Progress,,FALSE,,,1018385,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018387,In Progress,Counsel - Square Compliance,1022551,KYC-05.10,Regulatory Identified,Operational Readiness: Training for keyword alignment and warnings/strikes enhancements,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/07/2026,10/06/2026,Korbyn Behl,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,08/07/2026,08/07/2026,In Progress,,FALSE,,,1018387,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018389,In Progress,Counsel - Compliance,1022551,KYC-05.11,Regulatory Identified,Implement Program-Related Ongoing Monitoring and Governance,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/28/2026,10/27/2026,Rachel Rising,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,08/28/2026,08/28/2026,In Progress,,FALSE,,,1018389,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018391,In Progress,Counsel - Compliance,1022551,KYC-05.12,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/04/2026,11/03/2026,Rachel Rising,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022551,,,,01/08/2026,,,09/04/2026,09/04/2026,In Progress,,FALSE,,,1018391,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018393,In Progress,Counsel - CET - Cash Business Analytics,1022553,KYC-06.1,Regulatory Identified,"Document the current state of the big sweep, including timelines, strategy, rationale for approach.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/30/2026,03/31/2026,Anthony Parise,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022553,,,,01/08/2026,,,01/30/2026,01/30/2026,In Progress,,FALSE,,,1018393,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:39 AM,Jane Lin,active
1018395,In Progress,Counsel - CET - Cash Business Analytics,1022553,KYC-06.2,Regulatory Identified,"Document the go-forward plan to address all remaining accounts associated with assets from Phase 1, with a strategy based on prioritization and risk.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/27/2026,04/28/2026,Anthony Parise,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022553,,,,01/08/2026,,,02/27/2026,02/27/2026,In Progress,,FALSE,,,1018395,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018397,In Progress,Counsel - CET - Cash Business Analytics,1022553,KYC-06.3,Regulatory Identified,Demonstrate Sustainability,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/31/2026,05/30/2026,Anthony Parise,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022553,,,,01/08/2026,,,03/31/2026,03/31/2026,In Progress,,FALSE,,,1018397,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018399,In Progress,Counsel - Compliance,1022555,TM-01.1,Regulatory Identified,Define scope and identify relevant stakeholders for enhancing a risk-based approach to prioritizing alerts.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/09/2026,03/10/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,01/09/2026,01/09/2026,In Progress,,FALSE,,,1018399,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018401,In Progress,Counsel - Compliance,1022555,TM-01.2,Regulatory Identified,Perform a Current State Assessment of the alert triage process to analyze how existing processes and tools support or limit risk-based alert prioritization.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/30/2026,03/31/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,01/30/2026,01/30/2026,In Progress,,FALSE,,,1018401,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018403,In Progress,Counsel - Compliance,1022555,TM-01.3,Regulatory Identified,Document and obtain approval for alert triage process changes based on Current State Assessment.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/20/2026,04/21/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,02/20/2026,02/20/2026,In Progress,,FALSE,,,1018403,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018405,In Progress,Counsel - Compliance,1022555,TM-01.4,Regulatory Identified,"Develop, refine and obtain approval for a comprehensive risk-based alert prioritization framework.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/20/2026,05/19/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,03/20/2026,03/20/2026,In Progress,,FALSE,,,1018405,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018407,In Progress,Counsel - Compliance,1022555,TM-01.5,Regulatory Identified,"Tooling Design: Refine or design a tooling solution by (1) developing business requirements, (2) obtaining approvals of business requirements, (3) developing functional requirements as applicable, (4) defining test technology strategy for change and (5) defining post-production monitoring.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/01/2026,06/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,05/01/2026,05/01/2026,In Progress,,FALSE,,,1018407,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018409,In Progress,Counsel - Compliance,1022555,TM-01.6,Regulatory Identified,"Tooling Testing: Test the proposed tooling changes for the alert triage process by (1) building the solution, (2) documenting and performing pre-implementation testing and (3) obtaining sign-off from the designated stakeholder.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/05/2026,08/04/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,06/05/2026,06/05/2026,In Progress,,FALSE,,,1018409,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018411,In Progress,Counsel - Compliance,1022555,TM-01.7,Regulatory Identified,Confirm that new queues will be appropriately risk prioritized prior to implementation via testing.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/26/2026,08/25/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,06/26/2026,06/26/2026,In Progress,,FALSE,,,1018411,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018413,In Progress,Counsel - Compliance,1022555,TM-01.8,Regulatory Identified,"Update, approve and publish current impacted procedures incorporating analysis findings and designed processes.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/03/2026,09/01/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,07/03/2026,07/03/2026,In Progress,,FALSE,,,1018413,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018415,In Progress,Counsel - Compliance,1022555,TM-01.9,Regulatory Identified,"Operational Readiness, Training: Develop and deliver training for risk-based alert prioritization implementation.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/31/2026,09/29/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,07/31/2026,07/31/2026,In Progress,,FALSE,,,1018415,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018417,In Progress,Counsel - Compliance,1022555,TM-01.10,Regulatory Identified,"Obtain final sign off from relevant stakeholders before implementation, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/01/2026,09/30/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,08/01/2026,08/01/2026,In Progress,,FALSE,,,1018417,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018419,In Progress,Counsel - Compliance,1022555,TM-01.11,Regulatory Identified,Implement enhancements and technology changes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/01/2026,09/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,08/01/2026,08/01/2026,In Progress,,FALSE,,,1018419,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:32 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018421,In Progress,Counsel - Compliance,1022555,TM-01.12,Regulatory Identified,"Confirm the documentation of alert triage controls in controls inventory, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/21/2026,10/20/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,08/21/2026,08/21/2026,In Progress,,FALSE,,,1018421,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018423,In Progress,Counsel - Compliance,1022555,TM-01.13,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/31/2026,10/30/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022555,,,,01/08/2026,,,08/31/2026,08/31/2026,In Progress,,FALSE,,,1018423,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018425,In Progress,Counsel - Compliance,1022557,TM-02.1,Regulatory Identified,"Define scope, ownership and stakeholders for the Cash App Red Flag Coverage Assessment Framework.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/08/2026,03/09/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,01/08/2026,01/08/2026,In Progress,,FALSE,,,1018425,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018427,In Progress,Counsel - Compliance,1022557,TM-02.2,Regulatory Identified,Current-State Refresh: Make Red Flag Coverage Assessment current to establish the 2026 Baseline.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/15/2026,03/16/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,01/15/2026,01/15/2026,In Progress,,FALSE,,,1018427,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018429,In Progress,Counsel - Compliance,1022557,TM-02.3,Regulatory Identified,Document and approve the enhanced Cash App Red Flag Coverage Assessment Methodology.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/27/2026,03/28/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,01/27/2026,01/27/2026,In Progress,,FALSE,,,1018429,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018431,In Progress,Counsel - Compliance,1022557,TM-02.4,Regulatory Identified,Execute the Red Flag Coverage Assessment utilizing the enhanced Methodology.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/13/2026,04/14/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,02/13/2026,02/13/2026,In Progress,,FALSE,,,1018431,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018433,In Progress,Counsel - Compliance,1022557,TM-02.5,Regulatory Identified,Assess findings and determine action plan priorities.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/30/2026,05/29/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,03/30/2026,03/30/2026,In Progress,,FALSE,,,1018433,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018435,In Progress,Counsel - Compliance,1022557,TM-02.6,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,04/30/2026,06/29/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022557,,,,01/08/2026,,,04/30/2026,04/30/2026,In Progress,,FALSE,,,1018435,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018437,In Progress,Counsel - Compliance,1022559,TM-03.1,Regulatory Identified,"Define scope, stakeholders and impact of Transaction Monitoring Coverage Assessment, as appropriate, inclusive of Model Risk Management.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/02/2026,04/03/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,02/02/2026,02/02/2026,In Progress,,FALSE,,,1018437,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018439,In Progress,Counsel - Compliance,1022559,TM-03.2,Regulatory Identified,"Perform Current State Assessment of the Transaction Monitoring Coverage Assessment implementation process, including Model Risk Management.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/09/2026,04/10/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,02/09/2026,02/09/2026,In Progress,,FALSE,,,1018439,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
