ID,Status,Business Unit,Privacy Categorization,Issue Title,Issue Description,Date Issue Occurred,Date Issue Identified,Explanation for Delay in Issue Creation,Repeat Issue,Link Issues Below,Hyperlinks,Issue Source,Identifying Party,Related to an Incident,Incident ID,Engagement Title,Regulatory Reference ID,RCA Category,Date RCA Completed,RCA Description,Remediation Strategy,Issue Owner,Issue Approver,Issue Owner Record Manager,Issue Approver Record Manager,Interested Parties,fxValidateRoleAssignments,Impacted Countries,Impacted Business Area,Other Impacted Countries,Additional Impacted Areas,Impacted Ecosystems,Impacted Legal Entities,Impacted Subsidiaries,Impacted Products,Other Impacted Products,Impacted SubProducts,Risk Response,Issue Due Date,Not an Issue Justification,Date First Accepted,Date of Acceptance Renewal,Risk Acceptance Justification,Issue Severity Rating,Issue Type,Issue Rating Justification,Risk Domain,Customer Impact,Compliance Impact,Approval,Approved by,Date Approved,Issue Open Date,RCA To be Completed By,Validation Failure Count,Date Closed,Date of Last Progress Update,Issue Original Due Date,Issue Acceptance Count,Issue Due Date Extension Count,Issue Reassessment Count,Number of Action Plans,Number of Unresolved Action Plans,Issue Current Due Date,Issue ID,Date 30 After Identification,Issue Health Check,Issue Progress Updates,Issue Action Plans,Issue Acceptance,Issue Date Extensions,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Issue Record Complete,Internal Validation - Action Plans,Internal Validation - Remediation,Internal Validation - Record Completeness,Confirm Internal Validation,Issue Internal Validation Justification,Issue Internal Validation Sign-Off,Issue Internal Validation Sign-off Date,Create Date,Created By,Last Modified Date,Last Modified By,System Status,Module
1105044,Closed,Cash App,,"Noncompliance with FINRA Rule 2264
 Margin Disclosure Statement, and FINRA Rule 3110 (b) (1)
 General Requirements","FINRA Rule 2264 requires firms to provide customers with the Margin Disclosure Statement (as specified in the Rule) prior to or at the time of opening a margin account and on the firm’s website in a clear and conspicuous manner. Staff reviewed all customer agreements and disclosure statements and none contained the Margin Disclosure Statement. Staff reviewed the Firm’s website and did not identify the Margin Disclosure Statement. Therefore, the Firm violated FINRA Rule 2264 because the Firm does not provide customers with the Margin Disclosure Statement at or before opening a margin account and the Firm has not posted the Margin Disclosure Statement in a clear and conspicuous manner on its website. Section 23.15 of the Firm’s WSPs states the Firm is required to provide customers with the Margin Disclosure Statement prior to or when opening a margin account. The Firm has violated FINRA Rule 3110(b)(1) because it has not enforced its Margin Disclosure Statement delivery procedures.",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,05/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,05/31/2022,,,,,,,,,,"Action marked as N/A (no due date identified). Due to a system limitation, the due date in Protecht matches the date of report issuance.
 

 

 

 

 

 The Margin Disclosure statement is produced through DriveWealth, but a direct link to DriveWealth's margin disclosure has been added to CAI's disclosure library so it is more easily available. 
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",Disclosure Library Update (1134689),,,,,"Issue Due Date: N/A
 Expected Completion Date: N/A
 Actual Completion Date: 7/28/2022",,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:51 AM,protecht.consulting,active,Legacy Module
1105046,Closed,Cash App,,"Noncompliance with FINRA Rule 3110 (a): Supervisory System; FINRA Rule 3110 (b) (1):
 Written Procedures – General Requirements; and FINRA Rule 4210 (f) (8) (B) (iv)
 Special Requirements for Pattern Day Traders","FINRA Rule 4210(f)(8)(B)(i) defines day trading to mean the purchasing and selling or the selling and purchasing of the same security on the same day. FINRA Rule 4210(f)(8)(B)(ii) defines a pattern day trader as a customer who executes four or more day trades within five business days (unless the day trades are 6% or less of total trades during the same period). FINRA Rule 4210(f)(8)(B)(iv)(a) requires pattern day traders to have at least $25,000 of equity.Staff reviewed the firm’s purchase and sales blotter submitted for this examination and identified at least one account that engaged in pattern day trading. Because the Firm did not require pattern day traders to establish and maintain at least $25,000 in equity, the Firm violated 4210(f)(8)(B)(iv)a.Section 27.7 of the Firm’s WSPs is the only section that discusses any day trading controls. This section simply states the Firm “enforces . . . day trading controls.” There is no discussion of what the controls are or how they will be enforced. Because the Firm failed to maintain a proper supervisory system to review pattern day trading, and the Firm’s WSPs do not contain adequate procedures related to day trading and pattern day trading, the firm violated FINRA Rules 3110(a) and 3110(b)(1).",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,12/31/2022,,,,,,,,,,"Updating WSPs in the short term to reflect preventative controls; a detective control will be built by Q4 '22 to identify future instances of this occurrence. Once the detective control is built, the WSPs will then be updated to discuss the new detective control.
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",Updated WSPs in the short term to reflect preventative controls (1134691),,,,,"Issue Due Date: 12/31/2022
 Expected Completion Date: 12/31/2022
 Actual Completion Date: 02/21/2023",,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:51 AM,protecht.consulting,active,Legacy Module
1105048,Closed,Cash App,,"Noncompliance with FINRA Rule 2210 (d) (1) (A):
 Communications with the Public – Content Standards",Certain communications of CAI and Block fail to clearly identify which entity is providing which service and do not clearly articulate various services are offered by different regulated and unregulated entities.,,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,08/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,08/31/2022,,,,,,,,,,"Certain communications of CAI and Block fail to clearly identify which entity is providing which service and do not clearly articulate various services are offered by different regulated and unregulated entities. 
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",Communications Update - CAI App Page/Bitcoin App (1134693),,,,,DRI (Medum Choe) no longer with the company. Subir has been listed as the DRI on all issues that have previous employees listed.,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105050,Closed,Cash App,,"Noncompliance with FINRA Rule 2210 (d) (1) (B):
 Communications with the Public – Content Standards","Certain communications of CAI and Block make false, exaggerated, unwarranted, promissory or misleading statements",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,05/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,05/31/2022,,,,,,,,,,"Certain communications of CAI and Block make false, exaggerated, unwarranted, promissory or misleading statements
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process","Noncompliance with FINRA Rule 2210 (d) (1) (B):
 Communications with the Public – Content Standards (1134695)",,,,,,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105052,Closed,Cash App,,"Noncompliance with FINRA Rule 2210 (d) (3) (B):
 Communications with the Public – Content Standards",CAI's website failed to reflect the relationship between the Firm and non-member entities also named on the website.,,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,05/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,05/31/2022,,,,,,,,,,"Action marked as N/A (no due date identified). Due to a system limitation, the due date in Protecht matches the date of report issuance.
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process","Noncompliance with FINRA Rule 2210 (d) (3) (B):
 Communications with the Public – Content Standards (1134697)",,,,,,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105054,Closed,Cash App,,"Noncompliance with FINRA Rule 3110 (b) (5):
 Supervision – Review of Customer Complaints","FINRA Rule 3110(b)(5) requires firms to establish procedures to capture, acknowledge, and respond to all written (including electronic) customer complaints. The Firm does not have procedures to capture, acknowledge and respond to app stores reviews that are complaints in nature (indeed, CAI does not consider app stores reviews as a potential complaint source). As a result, the Firm violated FINRA Rule 3110(b)(5).",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,05/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,05/31/2022,,,,,,,,,,"Action marked as N/A (no due date identified). Due to a system limitation, the due date in Protecht matches the date of report issuance.
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",N/A (1134681),,,,,,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105056,Closed,Cash App,,Noncompliance with FINRA Rule 2090: Know Your Customer; FINRA Rule 3110 (b) (1): Written Procedures – General Requirements; and FINRA Rule 3310 (f) (i): Anti-Money Laundering Compliance Program,"FINRA Rule 3310(f)(i)—and 31 C.F.R. § 1023.210(b)(5)(i)—requires member firms to establish a written anti-money laundering (“AML”) program reasonably designed to achieve and monitor the firm’s compliance with the Bank Secrecy Act and implementing regulations. The AML program must include procedures for understanding the nature and purpose of customer relationships for the purpose of developing a customer risk profile. The Firm has stated that because the Firm does not make recommendations it does not collect certain customer profile information, such as income and net worth. As a result, the Firm has violated FINRA Rule 3310(f)(i) because it has not established a reasonably designed, risk based program for developing customer risk profiles. FINRA Rule 2090 requires member firms to use reasonable diligence in regard to the opening and maintenance of every account and to know (and retain) the essential facts concerning every customer. Because the Firm does not use reasonable diligence to know essential facts about every customer to comply with FINRA Rule 3110(f)(i)—and 31 C.F.R. § 1023.210(b)(5)(i)—the Firm has violated FINRA Rule 2090. Additionally, because the Firm’s WSPs do not state how the Firm will comply with FINRA Rule 2090 when opening (or maintaining) an account, the Firm has violated FINRA Rule 3110(b)(1).",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,12/31/2022,,,,,,,,,,"Action marked as N/A (no due date identified). Due to a system limitation, the due date in Protecht matches the date of report issuance.
 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",Enhanced Due Diligence Reviews (1134701),,,,,DRI (Nicole Murphy) no longer with the company. Subir has been listed as the DRI on all issues that have previous employees listed.,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105058,Closed,Cash App,,"Noncompliance with FINRA Rule 2210 (d) (1) (B):
 Communications with the Public – Content Standards","FINRA Rule 2210(d)(1)(B) prohibits firms from making misleading statements or claims in any communication. The Firm’s Customer Account Agreement (“CAA”) states orders executed pursuant to the auto-invest feature (aka, “Recurring Order”) and Customer Orders are placed as market orders. Additionally, the app screenshots display to customers that transaction order type is “Market.” However, the CAA also directs customers to DriveWealth's trading disclosure, which states that all orders are placed as “not held” orders, which carry time and price discretion. Accordingly, “not held” orders do not have the same best execution obligation as market orders (See NASD Notice to Members 97-57). By describing discretionary orders as Market Orders the Firm mislead customers about best execution requirements and violated FINRA Rule 2210(d)(1)(B).",,05/31/2022,,No,,,Regulatory Identified,Regulator,,,2021 FINRA Exam (1023308),,Legacy Issue,,,,Ashley Adkins,Ashley Adkins,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,05/31/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,05/31/2022,,,,,,,,,,"Action marked as N/A (no due date identified). Due to a system limitation, the due date in Protecht matches the date of report issuance.
 

 Agree with findings; CAI will update the term ""standard order"" and replace with ""market order"" in communications, where applicable 
 

 This is dependent on Product, as of September 2022 waiting for Product to review. 
 

 

 

 Note: Ashley Adkins is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval process",Updates to Customer Account Agreement (1134703),,,,,"Issue Due Date: N/A
 Expected Completion Date: 12/31/2022",,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105060,Closed,Square,,"Governance and Oversight of AML/CFT/FS Compliance - Roles, Responsibilities and Reporting Requirements","Recommendation : The Firm must ensure that regular and appropriate discussion and challenge in respect of AML/CFT compliance takes place at Board and
 RGC level and that such discussion and challenge is recorded in the meeting minutes.
 

 

 Issue Details: In response to the Central Bank of Ireland’s (‘Central Bank’) Request For Information (‘RFI’), the Firm advised that the RGC, which is a Senior
 Management Committee with responsibility for AML/CFT and FS oversight (but which is not a sub-committee of the Board), is the main forum
 for AML/CFT and FS discussion. The RGC meets monthly and is attended by the Firm’s CEO (who is also Executive Director and COO) and
 the Chief Compliance Officer (CCO)/MLRO. The Firm provided Board meeting minutes and Pre-Read Board memos for the period Q2 2020
 to Q2 2021. It is unclear from the Pre-Read Memos as to whether or not they are intended solely for the Board of the Firm as they include
 “updates” on the UK and Australian Group entities also. RGC meeting minutes for the period Q2 2020 to Q3 2021, and July 2021, were
 provided.
 The Firm advised that “Compliance Program Updates” are provided to the RGC on a monthly basis, to the Board on a quarterly basis, and also,
 to Square Inc.’s Audit and Risk Committee (‘ARC’) on a quarterly basis. During the inspection meeting that was held with the Firm in November
 2021, the Firm advised that AML/CFT was a standing agenda item for both the monthly RGC meetings and the quarterly Board meetings.
 However, from a review of the minutes for both the Board and the RGC, it is unclear as to what discussion or challenge took place in respect
 of AML/CFT and FS. For example, the Board meeting minutes for Q1 2021 advise that the CCO provided an update on the compliance
 procedures and results and informed the Board of the hiring of a new MLRO however, there were no further details contained in the minutes
 themselves or the Pre-Read Memo as to what “results” or other Management Information (‘MI’) was provided. The minutes further advise
 that a representative presented the EU Compliance Operating Model and the UK and EU AML and Regulator Compliance Plan. There is no
 detail in the minutes as to what discussion took place in relation to these topics as the minutes only advise “The Board asked questions and
 discussion ensued”.
 Similarly, the minutes of the Q2 2021 Board meeting refer to the CCO providing an update on the Firm’s compliance procedures and results
 and advise “The Board asked questions and discussion ensued” but no details on the topics that were discussed or queried was provided in the
 meeting minutes. The Q3 2021 Board meeting minutes included an update from the CCO in relation to, inter alia, the Firm’s compliance
 procedures, and note that the Firm’s Business Risk Assessment (‘BRA’) and methodology was presented to the Board. The minutes advise
 “The Board acknowledged the results of the risk review and agreed with the action plan presented by management”, however, again there was no
 evidence in the minutes that any discussion or challenge of the Firm’s BRA took place.
 In relation to the RGC minutes provided, there is no detail contained therein in relation to what AML/CFT MI was provided or discussed. For
 example, the minutes of May 2021 provided an update on EU AML legislative changes but there were no updates or discussions evident,
 which related directly to the Firm’s AML/CFT risk and control framework. Similarly, for the meetings held in June and July 2021, there is no
 reference to the provision of any AML/CFT MI or relevant discussions in relation to the Firm, even though the Firm advised, both during the
 inspection meeting and in its presentation at this meeting, that AML/CFT is a standing item agenda with compliance updates provided.
 Following a further request for information to the Firm in April 2022, the Firm provided a “Regulatory Compliance MI” template but it is unclear
 if this is used when meetings of the RGC are held. A MI template for the Board was also provided in May 2022, but again, it is not evident from
 the Board meeting minutes provided, as to what MI was presented or discussed at these Board meetings.
 Furthermore, there are no Terms of Reference in place for either the Board or the RCG, and as such, it is unclear what oversight functions are
 performed by both respectively, in relation to AML/CFT and FS compliance oversight. In addition, the Firm’s AML Program, as updated April
 2022, does not set out the role and functions of the Board in respect of AML/CFT & FS compliance oversight. The AML Program provides that
 the AML Program is approved by the Board but does not set out any other roles or responsibilities of the Board in terms of AML/CFT & FS
 oversight and there is no reference whatsoever to the RGC in the AML Programs.
 During the inspection meeting that was held in November 2021, the Firm advised that the Firm’s BRA is approved by the CCO and that a
 synopsis of the BRA is provided to the Board. Section 30A(5) of the CJA 2010 provides that a BRA “shall be approved by senior management”.
 It is noted that the CCO is a member of the senior management team, however, the CCO is also involved in the drafting of the Firm’s BRA.
 The Central Bank would expect that the person involved in the drafting of the BRA would not be involved in the approval of the BRA and that
 the BRA should be reviewed, discussed, challenged and approved by at least, a senior management committee, or by the Board itself. The
 Firm’s Board is ultimately responsible for ensuring that the Firm is operating in compliance with the provisions contained in the CJA 2010.
 As set out in section 6.2 of the Central Bank’s AML and CFT Guidelines for the Financial Sector, the Central Bank expects the Board to
 demonstrate effective governance and oversight of a Firm’s AML/CFT compliance framework – this is not evident from the material reviewed.
 In conclusion, Authorised Officers were unable to evidence that the Firm has a clearly documented and operational AML/CFT governance
 framework, which clearly sets out roles and responsibilities, and reporting requirements, in order to ensure that the Firm’s compliance with
 its AML/CFT obligations is subject to sufficient oversight and challenge at a Senior Management and Board level.",,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Danielle Carmody,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,"AML/CTF Governance Framework - Roles, Responsibilities, and Reporting Requirements (SQUARE) (1134705)",,,,,,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105062,Closed,Square,,Governance and Oversight of AML/CFT/FS Compliance -AML/CTF Board/RGC Meeting Minutes,"The Firm must ensure that regular and appropriate discussion and challenge in respect of AML/CFT compliance takes place at Board and
 RGC level and that such discussion and challenge is recorded in the meeting minutes.",,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Danielle Carmody,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,AML/CTF Governance Framework - Board/RGC Review (1134707),,,,,,,,,,,,,,07/06/2024 4:12:27 AM,Shantnu Chandel,08/09/2024 10:33:52 AM,protecht.consulting,active,Legacy Module
1105064,Closed,Square,,Governance and Oversight of AML/CFT/FS Compliance - Board/RGC Meeting Minutes - MI Details,"Details of the MI provided to the Board and the RGC should be reflected in the meeting minutes and any ensuing discussion noted in the
 minutes also.",,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Danielle Carmody,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,Providing the AML/CTF MI to the Board/RGC (1134709),,,,,,,,,,,,,,07/06/2024 4:12:28 AM,Shantnu Chandel,08/09/2024 10:33:53 AM,protecht.consulting,active,Legacy Module
1105066,Closed,Square,,Governance and Oversight of AML/CFT/FS Compliance - Board/RGC TOR Creation,The TOR for both the Board and the RGC should be drafted and approved to ensure that both are fully aware of their respective obligations in regard to the governance and oversight of the Firm’s AML/CFT & FS compliance framework.,,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Danielle Carmody,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,TOR Creation for Board/RGC (1134711),,,,,,,,,,,,,,07/06/2024 4:12:28 AM,Shantnu Chandel,08/09/2024 10:33:53 AM,protecht.consulting,active,Legacy Module
1105068,Closed,Square,,Governance and Oversight of AML/CFT/FS Compliance - Director Refresher Training,The TOR for both the Board and the RGC should be drafted and approved to ensure that both are fully aware of their respective obligations in regard to the governance and oversight of the Firm’s AML/CFT & FS compliance framework.,,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Danielle Carmody,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,Refresher Training for Directors (1134713),,,,,,,,,,,,,,07/06/2024 4:12:28 AM,Shantnu Chandel,08/09/2024 10:33:53 AM,protecht.consulting,active,Legacy Module
1105070,Closed,Square,,Governance and Oversight of AML/CFT/FS Compliance - BRA Approval Process,The Firm’s BRA approval process requires review (noting the Central Bank’s concerns as highlighted in the details section above).,,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Elizabeth Henry,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,09/30/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,09/30/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,Business Wide Risk Assessment - Approval Process (1134715),,,,,,,,,,,,,,07/06/2024 4:12:28 AM,Shantnu Chandel,08/09/2024 10:33:53 AM,protecht.consulting,active,Legacy Module
1105072,Closed,Square,,AML/CFT/FS Policies and Procedures - Review of AML Policies and Procedures,"Recommendation: The Firm is required to undertake a review of its AML/CTF Programs and procedures, and update where necessary, to ensure
 consistency in the drafting, formatting and layout and to ensure procedures are aligned to the AML Programs. Furthermore, the Firm
 must ensure that the AML Programs are in alignment with the Firm’s BRA and that the Firm can evidence and demonstrate that it is
 operating in compliance with the CJA 2010. The Firm is also required to take note of points 1-10 as set out in the details section
 above, noting that the issues set out are non-exhaustive.
 

 

 Details: In response to the Central Bank’s RFI, the Firm initially submitted a total of 9 documents – one of which being the Firm’s AML & CTF
 Program, which was subsequently split into two individual AML & CTF Programs – one for the Seller Managed Payments Product and
 one for the Cash App Product. Copies of both were provided.
 The following was noted in respect of the Firm’s Seller Managed Payments AML & CTF Program (non-exhaustive):
 1. It is unclear why references to GBP and not Euro are included.
 2. The Program advises that “Square maintains KYC processes/procedures in line with this AML/CTF Program”. Where underlying
 operational procedures are in existence, the name of the procedure and where it can be accessed should be referenced – in
 order for all staff to be aware of the existence of the actual underlying operational procedure in question.
 3. The Program provides a list of information that is required at onboarding but does not advise of what documentation a
 potential customer is required to provide (this is not noted in the “Seller Know Your Customer Procedures” either).
 4. The Seller AML Program provides “High Risk Jurisdictions are not currently an issue”, however, the Firm’s BRA provides (Products
 and Services Risk) that the product (IE Managed Payments) can transfer funds across international borders (especially to and
 from high-risk countries).
 The following was noted in respect of the Firm’s Draft Cash App AML & CTF Program (non-exhaustive):
 5. The Program refers to two different Cash App products, IE Gold and IE Green, but no further information is provided in relation
 the differences between both products and what each product entails.
 6. The Program provides that “Cash App utilises document IDV” and a table is provided which sets out the customer information
 required at onboarding but does not specify what documentation a customer is required to provide (this is not noted in the
 “Draft KYC and EDD Procedure” either).
 7. References are made to the Firm maintaining KYC processes/procedures in line with the Program – specific references to
 underlying operational procedures that are in existence should be set out.
 8. The Program provides that “High Risk jurisdictions are not currently an issue” however, the Draft Cash App AML/Sanctions Risk
 Assessment Tool provides that the IE Gold product can transfer funds across international borders (to and from high risk
 countries).
 There is a lack of consistency between both AML/CTF Programs. For example, the sections detailing roles and responsibilities, who the
 programs apply to, and the style and format of the Programs. It is further noted that the Cash App AML & CTF Program is in draft form.
 In addition, not all underlying procedures would appear to be aligned to the AML Programs. For example, the Draft Cash App AML
 Program refers to two Cash App products (IE Green and IE Gold) whereas the Draft KYC and EDD Procedure for the Cash App product
 does not make any reference to the IE Green and IE Gold Cash App products, respectively.
 

 The following was noted in respect of the Firm’s AML/CFT procedures in general (procedure specific findings are set out as separate
 findings in this report). The flowing list is non-exhaustive:
 9. A single STR procedure is in place for both the Seller Managed Payments product and the Cash App product whereas, for
 example, separate Financial Sanctions screening procedures and Transaction Monitoring procedures are in place for both
 products. If the Firm intends to treat both products completely separate in terms of AML/CFT & FS compliance, it is unclear
 why in some instances, the same procedure is in existence for both products whereas in other instances, separate procedures
 are in place.
 10. There is a lack of consistency in the formatting, layout and titles of procedures. Some procedures include the Square logo
 whereas others do not and some procedures are titled “Square” with others titled “Squareup International Limited”. The Firm
 should ensure consistency in procedures throughout and should also ensure that reference is made in procedures to other
 procedures/programs that should be read and reviewed in conjunction with that procedure (it is noted that reference to the
 Cash App AML Program is referenced in the Draft Cash App KYC/EDD Procedure). Also, where the Firm uses acronyms in its
 Programs/Procedures, full definitions of the acronyms used should be set out.
 In addition to the above, it is noted that the Firm’s STR procedure and the KYC/EDD Procedure for the Cash App are in draft form. The
 Firm should have ensured that all procedures were fully approved, prior to the Firm’s operations going live. It is noted that the Cash
 App has yet to be fully rolled out to the general public, however, this product is currently offered to staff and to their family and friends.
 The Central Bank understands that procedures are updated from time to time but staff should be in a position to rely on the previously
 approved version and not rely on a draft version. It is imperative that the Firm ensures that all of its AML/CFT & FS programs and
 procedures are finalised and approved.
 Overall, there is a lack of coherency in the Programs and Procedures the Firm has in place. As set out in the Central Bank’s AML/CFT
 Guidelines for the Financial Sector, Firms should, inter alia, “fully demonstrate consideration of and compliance with all legal and regulatory
 requirements” when developing AML/CFT policies controls and procedures. This is not entirely evident from the documents reviewed.",,08/02/2022,,No,,,Regulatory Identified,Regulator,,,2021 CBI Exam- Square Only (1023310),,Legacy Issue,,,,Elizabeth Henry,Elizabeth Henry,,,,,Ireland,Square,,,,Squareup International Ltd.,,,,,,11/01/2022,,,,,Not Yet Determined,,,Legacy Issue,No,Legacy Issue,,,,,,,07/06/2024,,11/01/2022,,,,,,,,,,Note: Elizabeth Henry is Issue Approver as the local CCO/MLRO as this is an external review and there is no internal approval proces,"AML/CTF Governance Framework - Roles, Responsibilities, and Reporting Requirements (1134717)",,,,,,,,,,,,,,07/06/2024 4:12:28 AM,Shantnu Chandel,08/09/2024 10:33:53 AM,protecht.consulting,active,Legacy Module
